計上日,メニュー名,中分類名,組価,供給実績数,最終供給時間
2022-08-08,Ｔお母さんの豚肉生姜炒め,＊内製弁当,450,20,12:33
2022-08-08,冷やし山かけうどん,＊麺類,341,35,14:31
2022-08-08,Ｔ炒飯　ｗｉｔｈ　とんかつ,＊内製弁当,400,20,12:12
2022-08-08,うどん　大　６２,＊麺類,62,37,14:31
2022-08-08,かき玉汁,＊汁・スープ,33,220,19:30
2022-08-08,Ｅ油淋ハンバーグ,＊主菜,220,124,19:19
2022-08-08,Ｅチキンカツレモンマヨ,＊主菜,220,125,19:30
2022-08-08,Ｅチキン香草焼き,＊主菜,264,79,18:31
2022-08-08,きつねうどん,＊麺類,297,9,14:11
2022-08-08,そば　大,＊麺類,62,7,13:49
2022-08-08,唐揚げ玉子あんかけ丼Ｌ,＊ライスＦＦ,462,22,19:06
2022-08-08,唐揚げ玉子あんかけ丼Ｍ,＊ライスＦＦ,407,46,19:23
2022-08-08,ピリ辛ねぎとろ丼Ｍ,＊ライスＦＦ,462,59,19:13
2022-08-08,オクラ巣ごもり玉子,＊副菜,88,223,19:30
2022-08-08,ほうれん草胡麻和え,＊副菜,66,188,19:26
2022-08-08,海老クリームコロッケ,＊副菜,110,60,18:04
2022-08-08,南瓜サラダ,＊副菜,66,117,19:26
2022-08-08,ピリ辛ねぎとろ丼Ｓ,＊ライスＦＦ,407,11,18:57
2022-08-08,ブロッコリーピーナッツ和え,＊副菜,88,170,19:26
2022-08-08,鯖味噌煮,＊主菜,176,62,19:09
2022-08-08,鯖生姜煮,＊主菜,176,3,19:23
2022-08-08,豚すき煮,＊主菜,264,104,13:43
2022-08-08,餃子野菜あんかけ,＊主菜,176,78,19:23
2022-08-08,ブリ照り煮,＊主菜,176,5,12:06
2022-08-08,鯖塩焼き,＊主菜,176,61,19:27
2022-08-08,豚と野菜の生姜炒め,＊主菜,264,116,19:28
2022-08-08,梅肉とり天弁当,＊内製弁当,500,10,12:47
2022-08-08,鶏きも煮,＊副菜,88,54,19:04
2022-08-08,だし巻き,＊副菜,66,79,19:26
2022-08-08,冷奴,＊副菜,44,68,19:20
2022-08-08,ポテト野菜サラダ,＊副菜,110,95,19:28
2022-08-08,味噌汁,＊汁・スープ,33,209,19:27
2022-08-08,ピリ辛ねぎとろ丼Ｌ,＊ライスＦＦ,517,16,19:03
2022-08-08,北海道いももち,＊ドリンク・デザート,88,78,18:30
2022-08-08,苺とベリーのケーキ,＊ドリンク・デザート,220,25,18:50
2022-08-08,大学生協コーヒー,＊ドリンク・デザート,95,26,19:13
2022-08-08,納豆,＊副菜,44,28,19:06
2022-08-08,大学芋,＊ドリンク・デザート,88,72,19:19
2022-08-08,牛乳,＊ドリンク・デザート,85,3,15:53
2022-08-08,フルーツヨーグルト,＊ドリンク・デザート,110,76,19:19
2022-08-08,焼きプリンタルト,＊ドリンク・デザート,66,38,18:33
2022-08-08,ライスＳ,＊ライス単品,94,366,19:30
2022-08-08,ライスＭ,＊ライス単品,115,224,19:26
2022-08-08,ライスＬ,＊ライス単品,136,75,19:21
2022-08-08,ミニサラダ,＊副菜,44,155,18:57
2022-08-08,夏のさっぱり豚汁,＊汁・スープ,110,153,19:23
2022-08-08,ライスＬＬ,＊ライス単品,198,10,19:16
2022-08-08,がんもどき,＊副菜,66,16,19:23
2022-08-08,小松菜わさび和え,＊副菜,88,90,19:20
2022-08-08,ライスＳＳ,＊ライス単品,73,154,19:27
2022-08-09,冷奴,＊副菜,44,59,18:16
2022-08-09,きんぴらごぼう,＊副菜,66,71,18:48
2022-08-09,オクラ巣ごもり玉子,＊副菜,88,145,19:01
2022-08-09,ブロッコリーピーナッツ和え,＊副菜,88,132,19:02
2022-08-09,南瓜サラダ,＊副菜,66,79,18:19
2022-08-09,南瓜コロッケ,＊副菜,110,51,19:01
2022-08-09,ミニサラダ,＊副菜,44,88,18:59
2022-08-09,鯖生姜煮,＊主菜,176,7,11:46
2022-08-09,鶏肉と野菜のオイスター炒め,＊主菜,264,91,18:59
2022-08-09,鯖塩焼き,＊主菜,176,52,19:02
2022-08-09,鶏きも煮,＊副菜,88,36,18:40
2022-08-09,ほうれん草胡麻和え,＊副菜,66,108,19:00
2022-08-09,麻婆茄子,＊主菜,176,48,18:59
2022-08-09,春巻き,＊副菜,110,64,19:01
2022-08-09,味噌汁,＊汁・スープ,33,154,19:01
2022-08-09,ロースカツカレーＬ,＊ライスＦＦ,462,5,18:41
2022-08-09,豚塩カルビ丼Ｓ,＊ライスＦＦ,352,11,18:36
2022-08-09,豚塩カルビ丼Ｍ,＊ライスＦＦ,407,60,18:59
2022-08-09,豚塩カルビ丼Ｌ,＊ライスＦＦ,462,19,18:55
2022-08-09,塩だれカツ丼Ｓ,＊ライスＦＦ,352,2,12:45
2022-08-09,塩だれカツ丼Ｍ,＊ライスＦＦ,407,29,13:22
2022-08-09,塩だれカツ丼Ｌ,＊ライスＦＦ,462,11,13:22
2022-08-09,苺とベリーのケーキ,＊ドリンク・デザート,220,22,18:57
2022-08-09,大学生協コーヒー,＊ドリンク・デザート,95,9,14:51
2022-08-09,大学芋,＊ドリンク・デザート,88,48,19:01
2022-08-09,牛乳,＊ドリンク・デザート,85,7,17:33
2022-08-09,焼きプリンタルト,＊ドリンク・デザート,66,17,18:54
2022-08-09,フルーツヨーグルト,＊ドリンク・デザート,110,53,18:39
2022-08-09,ライスＳＳ,＊ライス単品,73,130,19:02
2022-08-09,ライスＳ,＊ライス単品,94,227,19:01
2022-08-09,夏のさっぱり豚汁,＊汁・スープ,110,105,19:02
2022-08-09,ライスＭ,＊ライス単品,115,150,19:01
2022-08-09,ライスＬ,＊ライス単品,136,52,18:56
2022-08-09,ライスＬＬ,＊ライス単品,198,2,13:53
2022-08-09,小松菜わさび和え,＊副菜,88,67,19:01
2022-08-09,納豆,＊副菜,44,17,18:57
2022-08-09,ロースカツカレーＳ,＊ライスＦＦ,352,6,15:25
2022-08-09,カレーライスＬ,＊ライスＦＦ,363,3,19:01
2022-08-09,ロースカツカレーＭ,＊ライスＦＦ,407,18,18:48
2022-08-09,カレーライスＳ,＊ライスＦＦ,253,1,18:41
2022-08-09,トッピング温泉玉子,＊副菜,44,1,14:48
2022-08-09,温泉玉子,＊副菜,44,28,18:38
2022-08-09,チキンフリッター,＊副菜,130,169,19:01
2022-08-09,鶏大根甘辛煮,＊主菜,176,99,18:52
2022-08-09,Ｔタラフライ＆とんかつ弁当,＊内製弁当,400,4,12:14
2022-08-09,ＴＤ揚げだしチキン,＊主菜,308,61,19:01
2022-08-09,Ｔ完熟トマトきのこハンバーグ弁当,＊内製弁当,450,9,12:41
2022-08-09,Ｔしあわせチキン南蛮,＊内製弁当,450,5,12:03
2022-08-09,カレーライスＭ,＊ライスＦＦ,308,5,17:09
2022-08-09,オクラ海草サラダ,＊副菜,110,80,18:34
2022-08-09,うどん　大　６２,＊麺類,62,20,13:59
2022-08-09,そば　大,＊麺類,62,2,12:29
2022-08-09,Ｅかつおカツ青じそだれ,＊主菜,220,125,18:57
2022-08-09,Ｅねぎ塩ハンバーグ,＊主菜,220,102,19:01
2022-08-09,Ｅローストンカツ玉子あんかけ,＊主菜,264,75,18:57
2022-08-09,きつねうどん,＊麺類,297,8,12:19
2022-08-09,蒸し鶏胡麻冷麺,＊麺類,473,57,13:19
2022-08-09,冷やしそば,＊麺類,297,10,13:59
2022-08-09,冷やしうどん,＊麺類,297,37,13:59
2022-08-09,かけそば,＊麺類,209,2,12:09
2022-08-09,かけうどん,＊麺類,209,7,13:21
2022-08-09,かき玉汁,＊汁・スープ,33,143,19:01
2022-08-10,温泉玉子,＊副菜,44,23,19:03
2022-08-10,チキンフリッター,＊副菜,130,121,19:23
2022-08-10,南蛮タルタルカツ丼Ｌ,＊ライスＦＦ,462,8,13:30
2022-08-10,Ｔお～い！ヒレカツ,＊内製弁当,450,9,12:35
2022-08-10,南蛮タルタルカツ丼Ｍ,＊ライスＦＦ,407,24,13:28
2022-08-10,Ｔ鶏肉野菜黒酢弁当,＊内製弁当,450,10,12:27
2022-08-10,鶏きも煮,＊副菜,88,35,13:24
2022-08-10,うどん　大　６２,＊麺類,62,13,12:54
2022-08-10,ライスＳＳ,＊ライス単品,73,101,19:23
2022-08-10,そば　大,＊麺類,62,4,13:44
2022-08-10,ライスＭ,＊ライス単品,115,142,19:25
2022-08-10,ライスＬ,＊ライス単品,136,30,19:24
2022-08-10,ライスＬＬ,＊ライス単品,198,2,19:14
2022-08-10,小松菜わさび和え,＊副菜,88,57,19:21
2022-08-10,蒸し鶏サラダ,＊副菜,110,61,19:24
2022-08-10,夏のさっぱり豚汁,＊汁・スープ,110,94,19:23
2022-08-10,ミニサラダ,＊副菜,44,67,19:22
2022-08-10,味噌汁,＊汁・スープ,33,124,19:24
2022-08-10,納豆,＊副菜,44,22,19:20
2022-08-10,冷奴,＊副菜,44,46,18:31
2022-08-10,だし巻き,＊副菜,66,64,19:24
2022-08-10,オクラ巣ごもり玉子,＊副菜,88,126,19:25
2022-08-10,ほうれん草胡麻和え,＊副菜,66,109,19:24
2022-08-10,南瓜サラダ,＊副菜,66,72,19:24
2022-08-10,ブロッコリーピーナッツ和え,＊副菜,88,106,19:22
2022-08-10,肉じゃがコロッケ,＊副菜,110,36,19:24
2022-08-10,あさりと豆腐のうま煮,＊主菜,176,40,19:21
2022-08-10,若鶏醤油揚げ,＊主菜,176,59,19:23
2022-08-10,ホイコーロー,＊主菜,264,107,19:24
2022-08-10,うま味噌ちゃんこ,＊主菜,264,82,19:00
2022-08-10,鯖塩焼き,＊主菜,176,51,19:24
2022-08-10,フルーツヨーグルト,＊ドリンク・デザート,110,49,19:23
2022-08-10,焼きプリンタルト,＊ドリンク・デザート,66,13,18:55
2022-08-10,ライスＳ,＊ライス単品,94,205,19:24
2022-08-10,大学芋,＊ドリンク・デザート,88,26,19:25
2022-08-10,かき玉汁,＊汁・スープ,33,118,19:29
2022-08-10,Ｅ油淋鶏,＊主菜,308,59,19:25
2022-08-10,Ｅポークミンチカツ,＊主菜,220,43,19:09
2022-08-10,Ｅチキンカツ柚子胡椒マヨ,＊主菜,220,76,19:17
2022-08-10,Ｅチキン香草焼き,＊主菜,264,61,19:24
2022-08-10,きつねそば,＊麺類,297,1,11:47
2022-08-10,きつねうどん,＊麺類,297,10,13:51
2022-08-10,牛乳,＊ドリンク・デザート,85,12,19:13
2022-08-10,冷やしそば,＊麺類,297,9,13:23
2022-08-10,冷やしうどん,＊麺類,297,26,14:02
2022-08-10,かけそば,＊麺類,209,2,13:44
2022-08-10,蒸し鶏胡麻冷麺,＊麺類,473,45,13:25
2022-08-10,カレーライスＳ,＊ライスＦＦ,253,2,17:41
2022-08-10,大学生協コーヒー,＊ドリンク・デザート,95,9,14:05
2022-08-10,かけうどん,＊麺類,209,13,13:43
2022-08-10,ピリ辛ねぎとろ丼Ｌ,＊ライスＦＦ,517,13,19:17
2022-08-10,ピリ辛ねぎとろ丼Ｍ,＊ライスＦＦ,462,46,19:29
2022-08-10,ピリ辛ねぎとろ丼Ｓ,＊ライスＦＦ,407,15,19:17
2022-08-10,苺とベリーのケーキ,＊ドリンク・デザート,220,18,18:35
2022-08-10,ロースカツカレーＭ,＊ライスＦＦ,407,21,19:05
2022-08-10,ロースカツカレーＳ,＊ライスＦＦ,352,1,13:18
2022-08-10,カレーライスＬ,＊ライスＦＦ,363,3,16:33
2022-08-10,カレーライスＭ,＊ライスＦＦ,308,8,18:56
2022-08-10,ロースカツカレーＬ,＊ライスＦＦ,462,10,19:19
2022-08-10,南蛮タルタルカツ丼Ｓ,＊ライスＦＦ,352,5,12:49
2022-08-17,うどん　大　６２,＊麺類,62,7,13:47
2022-08-17,そば　大,＊麺類,62,2,13:46
2022-08-17,ＴＤ塩だれ豚,＊主菜,308,39,19:23
2022-08-17,Ｔ和惣菜とお魚弁当（鯖みぞれ煮）,＊内製弁当,450,9,13:15
2022-08-17,チキンフリッター,＊副菜,130,105,19:31
2022-08-17,温泉玉子,＊副菜,44,14,19:18
2022-08-17,トッピング温泉玉子,＊副菜,44,1,13:14
2022-08-17,Ｅチキン甘辛ステーキ,＊主菜,308,29,18:15
2022-08-17,かき玉汁,＊汁・スープ,33,92,19:31
2022-08-17,牛乳,＊ドリンク・デザート,85,2,14:52
2022-08-17,大学芋,＊ドリンク・デザート,88,14,19:18
2022-08-17,大学生協コーヒー,＊ドリンク・デザート,95,12,19:06
2022-08-17,ピリ辛サーモン丼Ｌ,＊ライスＦＦ,517,4,16:59
2022-08-17,ピリ辛サーモン丼Ｍ,＊ライスＦＦ,462,27,19:25
2022-08-17,ピリ辛サーモン丼Ｓ,＊ライスＦＦ,407,9,19:09
2022-08-17,味噌カツ丼Ｌ,＊ライスＦＦ,462,3,12:11
2022-08-17,味噌カツ丼Ｍ,＊ライスＦＦ,407,12,14:54
2022-08-17,味噌カツ丼Ｓ,＊ライスＦＦ,352,2,12:46
2022-08-17,ロースカツカレーＬ,＊ライスＦＦ,462,7,18:17
2022-08-17,ロースカツカレーＭ,＊ライスＦＦ,407,10,18:31
2022-08-17,カレーライスＬ,＊ライスＦＦ,363,2,18:11
2022-08-17,カレーライスＭ,＊ライスＦＦ,308,3,12:50
2022-08-17,カレーライスＳ,＊ライスＦＦ,253,1,11:46
2022-08-17,かけうどん,＊麺類,209,7,12:53
2022-08-17,かけそば,＊麺類,209,4,13:56
2022-08-17,冷やしうどん,＊麺類,297,8,13:39
2022-08-17,冷やしそば,＊麺類,297,4,12:13
2022-08-17,鶏そぼろ冷麺,＊麺類,473,18,14:00
2022-08-17,きつねうどん,＊麺類,297,4,13:48
2022-08-17,きつねそば,＊麺類,297,2,12:08
2022-08-17,Ｅササミチーズタルタルソース,＊主菜,220,55,19:13
2022-08-17,Ｅローストンカツポン酢おろし,＊主菜,264,44,19:15
2022-08-17,焼きプリンタルト,＊ドリンク・デザート,66,9,19:01
2022-08-17,フルーツヨーグルト,＊ドリンク・デザート,110,15,18:44
2022-08-17,ロースカツカレーＳ,＊ライスＦＦ,352,3,17:04
2022-08-17,ライスＳＳ,＊ライス単品,73,83,19:14
2022-08-17,レアチーズケーキ,＊ドリンク・デザート,220,11,18:15
2022-08-17,鶏きも煮,＊副菜,88,38,19:31
2022-08-17,油淋鶏弁当,＊内製弁当,500,10,12:03
2022-08-17,たっぷり野菜チゲ,＊主菜,264,81,19:02
2022-08-17,豆腐と野菜のすき焼き風,＊主菜,176,41,19:04
2022-08-17,鶏と茄子の山賊炒め,＊主菜,264,59,19:31
2022-08-17,鯖生姜煮,＊主菜,176,45,19:17
2022-08-17,ねぎだくもやしナムル,＊副菜,88,94,19:31
2022-08-17,ヘルシーサラダ,＊副菜,88,32,19:14
2022-08-17,ハッシュポテト,＊副菜,110,54,19:15
2022-08-17,ほうれん草胡麻和え,＊副菜,66,95,19:18
2022-08-17,若布コーンサラダ,＊副菜,110,25,19:06
2022-08-17,牛肉コロッケ,＊副菜,110,24,19:13
2022-08-17,巣ごもり玉子,＊副菜,88,74,19:15
2022-08-17,ライスＳ,＊ライス単品,94,150,19:30
2022-08-17,ライスＭ,＊ライス単品,115,103,19:31
2022-08-17,ライスＬ,＊ライス単品,136,27,19:18
2022-08-17,ライスＬＬ,＊ライス単品,198,1,15:41
2022-08-17,ミニサラダ,＊副菜,44,60,19:10
2022-08-17,夏のさっぱり豚汁,＊汁・スープ,110,74,19:14
2022-08-17,納豆,＊副菜,44,16,19:04
2022-08-17,冷奴,＊副菜,44,37,19:08
2022-08-17,スライスオクラ,＊副菜,66,37,19:23
2022-08-17,だし巻き,＊副菜,66,29,19:09
2022-08-17,味噌汁,＊汁・スープ,33,82,19:18
2022-08-18,鶏そぼろ冷麺,＊麺類,473,32,13:44
2022-08-18,かけそば,＊麺類,209,1,12:58
2022-08-18,冷やしそば,＊麺類,297,2,12:45
2022-08-18,冷やしうどん,＊麺類,297,23,13:58
2022-08-18,かけうどん,＊麺類,209,7,13:30
2022-08-18,ロースカツカレーＬ,＊ライスＦＦ,462,6,17:20
2022-08-18,カレーライスＭ,＊ライスＦＦ,308,11,18:30
2022-08-18,カレーライスＬ,＊ライスＦＦ,363,2,19:06
2022-08-18,ロースカツカレーＭ,＊ライスＦＦ,407,6,19:01
2022-08-18,ピリ辛サーモン丼Ｓ,＊ライスＦＦ,407,12,19:26
2022-08-18,きつねうどん,＊麺類,297,6,13:57
2022-08-18,カレーライスＳ,＊ライスＦＦ,253,1,14:45
2022-08-18,きつねそば,＊麺類,297,1,11:38
2022-08-18,Ｔおつかれんこん＆旨塩チキン,＊内製弁当,450,12,13:24
2022-08-18,Ｅチキンカツレモンマヨ,＊主菜,220,58,19:26
2022-08-18,Ｅ油淋ハンバーグ,＊主菜,220,84,19:25
2022-08-18,Ｅジューシー唐揚げ,＊主菜,308,60,19:23
2022-08-18,かき玉汁,＊汁・スープ,33,124,19:19
2022-08-18,そば　大,＊麺類,62,1,12:45
2022-08-18,トッピング温泉玉子,＊副菜,44,2,17:14
2022-08-18,温泉玉子,＊副菜,44,22,19:01
2022-08-18,チキンフリッター,＊副菜,130,121,19:18
2022-08-18,南蛮タルタルカツ丼Ｌ,＊ライスＦＦ,462,3,12:33
2022-08-18,南蛮タルタルカツ丼Ｓ,＊ライスＦＦ,352,1,12:11
2022-08-18,南蛮タルタルカツ丼Ｍ,＊ライスＦＦ,407,14,13:08
2022-08-18,Ｔハンバーグ＆エビフライ弁当,＊内製弁当,400,5,12:38
2022-08-18,ピリ辛サーモン丼Ｍ,＊ライスＦＦ,462,24,18:59
2022-08-18,Ｅ蒸し鶏和風ごまソース,＊主菜,308,51,19:15
2022-08-18,ピリ辛サーモン丼Ｌ,＊ライスＦＦ,517,9,19:18
2022-08-18,うどん　大　６２,＊麺類,62,12,13:58
2022-08-18,大学生協コーヒー,＊ドリンク・デザート,95,13,15:32
2022-08-18,ヘルシーサラダ,＊副菜,88,41,19:12
2022-08-18,海老クリームコロッケ,＊副菜,110,38,19:18
2022-08-18,ポテト野菜サラダ,＊副菜,110,57,19:18
2022-08-18,ねぎだくもやしナムル,＊副菜,88,129,19:19
2022-08-18,鯖生姜煮,＊主菜,176,51,19:03
2022-08-18,豚すき煮,＊主菜,264,107,14:56
2022-08-18,餃子野菜あんかけ,＊主菜,176,40,18:42
2022-08-18,豚と野菜の生姜炒め,＊主菜,264,75,19:30
2022-08-18,鶏きも煮,＊副菜,88,35,18:37
2022-08-18,ほうれん草胡麻和え,＊副菜,66,92,19:25
2022-08-18,巣ごもり玉子,＊副菜,88,101,19:15
2022-08-18,ひじき煮,＊副菜,66,71,19:05
2022-08-18,スライスオクラ,＊副菜,66,60,18:23
2022-08-18,冷奴,＊副菜,44,39,18:44
2022-08-18,北海道いももち,＊ドリンク・デザート,88,58,19:26
2022-08-18,味噌汁,＊汁・スープ,33,117,19:18
2022-08-18,納豆,＊副菜,44,21,19:30
2022-08-18,牛乳,＊ドリンク・デザート,85,4,18:56
2022-08-18,焼きプリンタルト,＊ドリンク・デザート,66,11,19:19
2022-08-18,フルーツヨーグルト,＊ドリンク・デザート,110,40,19:14
2022-08-18,レアチーズケーキ,＊ドリンク・デザート,220,12,19:05
2022-08-18,ライスＳＳ,＊ライス単品,73,102,19:19
2022-08-18,大学芋,＊ドリンク・デザート,88,28,19:26
2022-08-18,ライスＭ,＊ライス単品,115,132,19:30
2022-08-18,ライスＬ,＊ライス単品,136,41,19:15
2022-08-18,ライスＬＬ,＊ライス単品,198,5,19:14
2022-08-18,夏のさっぱり豚汁,＊汁・スープ,110,100,19:16
2022-08-18,ミニサラダ,＊副菜,44,63,19:26
2022-08-18,ライスＳ,＊ライス単品,94,185,19:25
2022-08-19,冷やしそば,＊麺類,297,12,13:41
2022-08-19,冷やしうどん,＊麺類,297,26,13:55
2022-08-19,かけうどん,＊麺類,209,7,13:40
2022-08-19,カレーライスＳ,＊ライスＦＦ,253,1,14:17
2022-08-19,カレーライスＭ,＊ライスＦＦ,308,9,19:15
2022-08-19,ロースカツカレーＳ,＊ライスＦＦ,352,2,17:40
2022-08-19,ロースカツカレーＭ,＊ライスＦＦ,407,11,19:03
2022-08-19,ロースカツカレーＬ,＊ライスＦＦ,462,9,18:24
2022-08-19,ピリ辛サーモン丼Ｓ,＊ライスＦＦ,407,11,19:25
2022-08-19,鶏そぼろ冷麺,＊麺類,473,34,14:03
2022-08-19,ピリ辛サーモン丼Ｍ,＊ライスＦＦ,462,29,19:16
2022-08-19,カレーライスＬ,＊ライスＦＦ,363,1,18:35
2022-08-19,きつねうどん,＊麺類,297,7,13:48
2022-08-19,そば　大,＊麺類,62,7,13:17
2022-08-19,Ｅローストンカツ玉子あんかけ,＊主菜,264,59,19:05
2022-08-19,Ｅかつおカツ青じそだれ,＊主菜,220,105,19:30
2022-08-19,かき玉汁,＊汁・スープ,33,118,19:21
2022-08-19,うどん　大　６２,＊麺類,62,19,13:29
2022-08-19,オクラ海草サラダ,＊副菜,110,60,19:19
2022-08-19,Ｔ豪華のり弁～若鶏香り揚げ～,＊内製弁当,450,5,11:50
2022-08-19,Ｔ麻婆茄子とごま団子の弁当,＊内製弁当,450,5,12:08
2022-08-19,ＴＤ揚げだしチキン,＊主菜,308,41,19:31
2022-08-19,Ｔ肉じゃがコロッケ＆ハンバーグ弁当,＊内製弁当,400,5,12:29
2022-08-19,チキンフリッター,＊副菜,130,132,19:18
2022-08-19,温泉玉子,＊副菜,44,27,18:08
2022-08-19,ピリ辛サーモン丼Ｌ,＊ライスＦＦ,517,10,17:45
2022-08-19,きつねそば,＊麺類,297,2,12:25
2022-08-19,塩だれカツ丼Ｓ,＊ライスＦＦ,352,4,13:16
2022-08-19,Ｅねぎ塩ハンバーグ,＊主菜,220,69,19:20
2022-08-19,塩だれカツ丼Ｌ,＊ライスＦＦ,462,5,13:23
2022-08-19,塩だれカツ丼Ｍ,＊ライスＦＦ,407,25,13:19
2022-08-19,クラムチャウダー,＊主菜,264,64,19:30
2022-08-19,麻婆茄子,＊主菜,176,56,19:31
2022-08-19,鶏肉と野菜のオイスター炒め,＊主菜,264,60,19:29
2022-08-19,鯖生姜煮,＊主菜,176,41,19:20
2022-08-19,春巻き,＊副菜,110,56,19:31
2022-08-19,南瓜コロッケ,＊副菜,110,41,19:22
2022-08-19,ねぎだくもやしナムル,＊副菜,88,108,19:25
2022-08-19,ヘルシーサラダ,＊副菜,88,54,19:14
2022-08-19,鶏きも煮,＊副菜,88,36,19:13
2022-08-19,巣ごもり玉子,＊副菜,88,96,19:31
2022-08-19,だし巻き,＊副菜,66,49,19:18
2022-08-19,スライスオクラ,＊副菜,66,49,19:06
2022-08-19,冷奴,＊副菜,44,53,19:21
2022-08-19,ほうれん草胡麻和え,＊副菜,66,110,19:29
2022-08-19,味噌汁,＊汁・スープ,33,110,19:25
2022-08-19,納豆,＊副菜,44,16,19:21
2022-08-19,牛乳,＊ドリンク・デザート,85,7,19:02
2022-08-19,焼きプリンタルト,＊ドリンク・デザート,66,14,19:09
2022-08-19,フルーツヨーグルト,＊ドリンク・デザート,110,25,19:31
2022-08-19,ライスＳＳ,＊ライス単品,73,98,19:30
2022-08-19,ライスＳ,＊ライス単品,94,177,19:31
2022-08-19,レアチーズケーキ,＊ドリンク・デザート,220,4,18:40
2022-08-19,ライスＬ,＊ライス単品,136,37,19:18
2022-08-19,ライスＬＬ,＊ライス単品,198,5,19:17
2022-08-19,夏のさっぱり豚汁,＊汁・スープ,110,97,19:31
2022-08-19,ミニサラダ,＊副菜,44,86,19:31
2022-08-19,大学生協コーヒー,＊ドリンク・デザート,95,13,15:46
2022-08-19,ライスＭ,＊ライス単品,115,124,19:29
2022-08-19,大学芋,＊ドリンク・デザート,88,29,19:22
2022-08-22,カレーライスＬ,＊ライスＦＦ,363,2,13:57
2022-08-22,かけうどん,＊麺類,209,6,13:44
2022-08-22,カレーライスＳ,＊ライスＦＦ,253,1,18:30
2022-08-22,カレーライスＭ,＊ライスＦＦ,308,7,14:11
2022-08-22,温玉ねぎとろ丼Ｓ,＊ライスＦＦ,407,12,17:11
2022-08-22,ロースカツカレーＭ,＊ライスＦＦ,407,13,19:19
2022-08-22,ロースカツカレーＬ,＊ライスＦＦ,462,10,18:38
2022-08-22,和風カツ丼Ｓ,＊ライスＦＦ,352,6,13:05
2022-08-22,和風カツ丼Ｍ,＊ライスＦＦ,407,26,13:13
2022-08-22,和風カツ丼Ｌ,＊ライスＦＦ,462,8,12:56
2022-08-22,温玉ねぎとろ丼Ｍ,＊ライスＦＦ,462,35,19:06
2022-08-22,ロースカツカレーＳ,＊ライスＦＦ,352,3,13:58
2022-08-22,かけそば,＊麺類,209,2,13:55
2022-08-22,うどん　大　６２,＊麺類,62,7,13:46
2022-08-22,冷やしそば,＊麺類,297,8,13:49
2022-08-22,唐揚げ冷麺,＊麺類,473,22,13:44
2022-08-22,きつねうどん,＊麺類,297,9,13:23
2022-08-22,きつねそば,＊麺類,297,1,13:56
2022-08-22,Ｅチキン香草焼き,＊主菜,264,66,19:28
2022-08-22,トッピング温泉玉子,＊副菜,44,1,13:19
2022-08-22,温泉玉子,＊副菜,44,32,19:03
2022-08-22,チキンフリッター,＊副菜,130,112,19:17
2022-08-22,Ｔおーい！チキンカツ,＊内製弁当,450,5,12:13
2022-08-22,Ｔ炒飯中華三昧,＊内製弁当,450,10,12:31
2022-08-22,そば　大,＊麺類,62,2,13:20
2022-08-22,温玉ねぎとろ丼Ｌ,＊ライスＦＦ,517,8,19:06
2022-08-22,かき玉汁,＊汁・スープ,33,123,19:19
2022-08-22,Ｅ油淋鶏,＊主菜,308,66,19:03
2022-08-22,冷やしうどん,＊麺類,297,38,13:56
2022-08-22,紅茶のシフォン,＊ドリンク・デザート,220,11,18:21
2022-08-22,ミニサラダ,＊副菜,44,92,19:28
2022-08-22,大学芋,＊ドリンク・デザート,88,28,19:28
2022-08-22,Ｅポークミンチカツ,＊主菜,220,37,19:28
2022-08-22,鶏きも煮,＊副菜,88,36,15:19
2022-08-22,ハンバーグ唐揚げ弁当,＊内製弁当,500,5,12:12
2022-08-22,うま味噌ちゃんこ,＊主菜,264,81,16:50
2022-08-22,ホイコーロー,＊主菜,264,99,19:29
2022-08-22,若鶏醤油揚げ,＊主菜,176,63,19:29
2022-08-22,鯖味噌煮,＊主菜,176,50,19:28
2022-08-22,鯖生姜煮,＊主菜,176,8,11:51
2022-08-22,あさりと豆腐のうま煮,＊主菜,176,57,19:29
2022-08-22,肉じゃがコロッケ,＊副菜,110,43,19:20
2022-08-22,マカロニサラダ,＊副菜,66,42,19:08
2022-08-22,ほうれん草胡麻和え,＊副菜,66,160,19:31
2022-08-22,オクラ巣ごもり玉子,＊副菜,88,136,19:29
2022-08-22,だし巻き,＊副菜,66,49,19:28
2022-08-22,冷奴,＊副菜,44,47,17:47
2022-08-22,納豆,＊副菜,44,22,19:25
2022-08-22,味噌汁,＊汁・スープ,33,125,19:31
2022-08-22,夏のさっぱり豚汁,＊汁・スープ,110,101,19:25
2022-08-22,オクラとひじきのマヨサラダ,＊副菜,88,84,19:24
2022-08-22,蒸し鶏サラダ,＊副菜,110,48,18:20
2022-08-22,小松菜と揚げ生姜風味,＊副菜,88,60,16:25
2022-08-22,ライスＬＬ,＊ライス単品,198,6,19:06
2022-08-22,ライスＬ,＊ライス単品,136,34,19:29
2022-08-22,ライスＭ,＊ライス単品,115,136,19:31
2022-08-22,ライスＳ,＊ライス単品,94,221,19:28
2022-08-22,ライスＳＳ,＊ライス単品,73,113,19:28
2022-08-22,フルーツヨーグルト,＊ドリンク・デザート,110,32,17:54
2022-08-22,焼きプリンタルト,＊ドリンク・デザート,66,15,18:33
2022-08-22,牛乳,＊ドリンク・デザート,85,7,19:09
