計上日,メニュー名,中分類名,組価,供給実績数,最終供給時間
2022-08-01,ポテト野菜サラダ,＊副菜,110,106,19:32
2022-08-02,ライスＳＳ,＊ライス単品,73,208,19:30
2022-08-02,ブリ照り煮,＊主菜,176,48,19:31
2022-08-02,豚野菜柚子胡椒ポン酢炒め,＊主菜,264,16,11:42
2022-08-02,梅肉とり天弁当,＊内製弁当,500,30,12:26
2022-08-02,鶏きも煮,＊副菜,88,53,17:59
2022-08-02,ライスＬ,＊ライス単品,136,83,19:21
2022-08-02,ライスＳ,＊ライス単品,94,375,19:32
2022-08-02,麻婆茄子,＊主菜,176,63,19:33
2022-08-02,トッピング温泉玉子,＊副菜,44,7,13:00
2022-08-02,ジャガイモのオリーブオイルサラダ,＊副菜,110,150,19:32
2022-08-02,カニカマの天ぷら,＊副菜,110,225,19:28
2022-08-02,鶏肉と根菜の田舎煮,＊主菜,176,123,19:17
2022-08-02,Ｅ白身魚南蛮タルタル,＊主菜,220,173,18:30
2022-08-02,Ｔおつかれんこん＆旨塩チキン,＊内製弁当,450,25,12:12
2022-08-02,Ｔ心ときめくスィート唐揚げ,＊内製弁当,450,20,11:54
2022-08-02,温泉玉子,＊副菜,44,59,19:14
2022-08-02,ＴＤ揚げだしチキン,＊主菜,308,108,19:10
2022-08-02,鶏のホワイトシチュー,＊主菜,264,111,19:14
2022-08-02,炭焼きチキン,＊主菜,176,98,18:27
2022-08-02,ライスＬＬ,＊ライス単品,198,9,19:33
2022-08-02,ゆずおろし肉団子,＊副菜,66,36,19:16
2022-08-02,そぼろきんぴらごぼう,＊副菜,88,98,19:33
2022-08-02,夏のさっぱり豚汁,＊汁・スープ,110,155,19:32
2022-08-02,ミニサラダ,＊副菜,44,162,18:48
2022-08-02,味噌汁,＊汁・スープ,33,239,19:28
2022-08-02,鶏肉と野菜のオイスター炒め,＊主菜,264,111,19:32
2022-08-02,納豆,＊副菜,44,26,19:28
2022-08-02,ひじき煮,＊副菜,66,127,19:30
2022-08-02,巣ごもり玉子,＊副菜,88,224,19:21
2022-08-02,ほうれん草胡麻和え,＊副菜,66,241,19:23
2022-08-02,ヘルシーサラダ,＊副菜,88,54,19:33
2022-08-02,南瓜コロッケ,＊副菜,110,111,19:21
2022-08-02,鯖味噌煮,＊主菜,176,85,19:17
2022-08-02,冷奴,＊副菜,44,77,19:00
2022-08-02,Ｔハンバーグ＆エビフライ弁当,＊内製弁当,400,15,12:05
2022-08-02,ライスＭ,＊ライス単品,115,296,19:32
2022-08-02,オクラ海草サラダ,＊副菜,110,117,19:32
2022-08-02,唐揚げ麻婆丼Ｌ,＊ライスＦＦ,462,39,19:23
2022-08-02,唐揚げ麻婆丼Ｍ,＊ライスＦＦ,407,94,19:31
2022-08-02,唐揚げ麻婆丼Ｓ,＊ライスＦＦ,352,10,19:09
2022-08-02,唐揚げカレーＬ,＊ライスＦＦ,462,11,19:02
2022-08-02,唐揚げカレーＭ,＊ライスＦＦ,407,22,19:27
2022-08-02,唐揚げカレーＳ,＊ライスＦＦ,352,1,15:07
2022-08-02,サーモンサラダ丼Ｓ,＊ライスＦＦ,407,19,19:28
2022-08-02,カレーライスＬ,＊ライスＦＦ,363,5,18:40
2022-08-02,かけうどん,＊麺類,209,8,13:21
2022-08-02,かけそば,＊麺類,209,1,14:27
2022-08-02,冷やしうどん,＊麺類,297,42,14:27
2022-08-02,冷やしそば,＊麺類,297,13,13:33
2022-08-02,冷やしおろしうどん,＊麺類,341,43,14:33
2022-08-02,そば　大,＊麺類,62,6,13:33
2022-08-02,カレーライスＭ,＊ライスＦＦ,308,19,19:05
2022-08-02,冷やしおろしそば,＊麺類,341,14,14:03
2022-08-02,カレーライスＳ,＊ライスＦＦ,253,3,18:46
2022-08-02,サーモンサラダ丼Ｌ,＊ライスＦＦ,517,25,19:09
2022-08-02,サーモンサラダ丼Ｍ,＊ライスＦＦ,462,88,19:24
2022-08-02,うどん　大　６２,＊麺類,62,41,14:19
2022-08-02,かき玉汁,＊汁・スープ,33,271,19:33
2022-08-02,Ｅローストンカツ味噌ソース,＊主菜,264,113,19:33
2022-08-02,Ｅチキン香草焼き,＊主菜,264,10,17:41
2022-08-02,きつねそば,＊麺類,297,4,12:50
2022-08-02,きつねうどん,＊麺類,297,11,13:37
2022-08-02,Ｅねぎ塩ハンバーグ,＊主菜,220,159,15:00
2022-08-02,フルーツヨーグルト,＊ドリンク・デザート,110,76,18:55
2022-08-02,焼きプリンタルト,＊ドリンク・デザート,66,50,19:17
2022-08-02,牛乳,＊ドリンク・デザート,85,11,18:47
2022-08-02,大学芋,＊ドリンク・デザート,88,80,19:23
2022-08-02,大学生協コーヒー,＊ドリンク・デザート,95,27,19:28
2022-08-02,苺とベリーのケーキ,＊ドリンク・デザート,220,21,19:31
2022-08-02,冷やし担々麺,＊麺類,473,36,14:30
2022-08-03,きつねそば,＊麺類,297,1,11:32
2022-08-03,Ｔ豪華のり弁～若鶏香り揚げ～,＊内製弁当,450,19,12:53
2022-08-03,Ｅチキン香草焼き,＊主菜,264,119,17:48
2022-08-03,Ｅチキンカツポン酢おろし,＊主菜,220,195,19:30
2022-08-03,Ｅ鶏の塩麹柚子胡椒焼き,＊主菜,308,97,19:28
2022-08-03,かき玉汁,＊汁・スープ,33,238,19:30
2022-08-03,うどん　大　６２,＊麺類,62,37,14:29
2022-08-03,そば　大,＊麺類,62,12,14:03
2022-08-03,Ｔ麻婆茄子とごま団子の弁当,＊内製弁当,450,23,13:06
2022-08-03,トッピング温泉玉子,＊副菜,44,7,19:28
2022-08-03,鯖のマリネ,＊主菜,264,136,19:18
2022-08-03,鶏大根甘辛煮,＊主菜,176,119,18:30
2022-08-03,カニカマの天ぷら,＊副菜,110,43,19:25
2022-08-03,ジャガイモのオリーブオイルサラダ,＊副菜,110,125,19:25
2022-08-03,温泉玉子,＊副菜,44,39,19:24
2022-08-03,茄子の天ぷら,＊副菜,110,214,17:44
2022-08-03,ガリ玉唐揚げ丼Ｍ,＊ライスＦＦ,462,71,19:27
2022-08-03,Ｗガリ玉唐揚げ丼Ｓ,＊ライスＦＦ,407,6,18:53
2022-08-03,Ｗガリ玉唐揚げ丼Ｌ,＊ライスＦＦ,517,40,19:19
2022-08-03,きつねうどん,＊麺類,297,5,13:39
2022-08-03,Ｔ肉じゃがコロッケ＆ハンバーグ弁当,＊内製弁当,400,10,12:07
2022-08-03,冷やし担々麺,＊麺類,473,59,14:31
2022-08-03,かけうどん,＊麺類,209,4,13:33
2022-08-03,冷やしおろしうどん,＊麺類,341,31,14:29
2022-08-03,蒸し鶏サラダ,＊副菜,110,96,19:28
2022-08-03,夏のさっぱり豚汁,＊汁・スープ,110,139,19:32
2022-08-03,ミニサラダ,＊副菜,44,151,18:50
2022-08-03,味噌汁,＊汁・スープ,33,246,19:28
2022-08-03,納豆,＊副菜,44,26,19:21
2022-08-03,冷奴,＊副菜,44,75,18:08
2022-08-03,だし巻き,＊副菜,66,94,19:28
2022-08-03,巣ごもり玉子,＊副菜,88,166,19:22
2022-08-03,ほうれん草胡麻和え,＊副菜,66,235,19:28
2022-08-03,ヘルシーサラダ,＊副菜,88,84,19:25
2022-08-03,肉じゃがコロッケ,＊副菜,110,115,19:25
2022-08-03,大根牛すじ煮,＊主菜,176,82,19:27
2022-08-03,鯖味噌煮,＊主菜,176,1,18:57
2022-08-03,炭焼きチキン,＊主菜,176,98,18:49
2022-08-03,肉団子と野菜の中華煮,＊主菜,264,83,18:49
2022-08-03,ホイコーロー,＊主菜,264,138,19:14
2022-08-03,ブリ照り煮,＊主菜,176,47,19:27
2022-08-03,チリマヨ唐揚げ弁当,＊内製弁当,500,25,13:04
2022-08-03,鶏きも煮,＊副菜,88,54,18:26
2022-08-03,そぼろきんぴらごぼう,＊副菜,88,83,19:30
2022-08-03,冷やしおろしそば,＊麺類,341,16,14:17
2022-08-03,ゆずおろし肉団子,＊副菜,66,37,18:53
2022-08-03,ライスＭ,＊ライス単品,115,270,19:30
2022-08-03,冷やしそば,＊麺類,297,11,13:46
2022-08-03,冷やしうどん,＊麺類,297,45,14:15
2022-08-03,かけそば,＊麺類,209,5,13:50
2022-08-03,カレーライスＳ,＊ライスＦＦ,253,4,19:07
2022-08-03,カレーライスＭ,＊ライスＦＦ,308,16,18:43
2022-08-03,カレーライスＬ,＊ライスＦＦ,363,6,19:28
2022-08-03,唐揚げカレーＳ,＊ライスＦＦ,352,2,17:00
2022-08-03,唐揚げカレーＭ,＊ライスＦＦ,407,19,19:20
2022-08-03,唐揚げカレーＬ,＊ライスＦＦ,462,9,17:24
2022-08-03,サーモンサラダ丼Ｓ,＊ライスＦＦ,407,16,19:32
2022-08-03,サーモンサラダ丼Ｍ,＊ライスＦＦ,462,54,19:11
2022-08-03,サーモンサラダ丼Ｌ,＊ライスＦＦ,517,29,19:30
2022-08-03,苺とベリーのケーキ,＊ドリンク・デザート,220,22,19:28
2022-08-03,大学生協コーヒー,＊ドリンク・デザート,95,35,18:24
2022-08-03,大学芋,＊ドリンク・デザート,88,79,19:22
2022-08-03,牛乳,＊ドリンク・デザート,85,10,19:26
2022-08-03,焼きプリンタルト,＊ドリンク・デザート,66,38,19:16
2022-08-03,ライスＳＳ,＊ライス単品,73,186,19:26
2022-08-03,ライスＳ,＊ライス単品,94,368,19:28
2022-08-03,ライスＬＬ,＊ライス単品,198,4,19:28
2022-08-03,ライスＬ,＊ライス単品,136,81,19:25
2022-08-03,フルーツヨーグルト,＊ドリンク・デザート,110,64,18:54
2022-08-04,冷奴,＊副菜,44,74,17:27
2022-08-04,サーモンサラダ丼Ｓ,＊ライスＦＦ,407,16,19:19
2022-08-04,チリマヨ唐揚げ丼Ｌ,＊ライスＦＦ,462,26,19:18
2022-08-04,チリマヨ唐揚げ丼Ｍ,＊ライスＦＦ,407,73,19:29
2022-08-04,チリマヨ唐揚げ丼Ｓ,＊ライスＦＦ,352,5,17:18
2022-08-04,唐揚げカレーＬ,＊ライスＦＦ,462,10,18:15
2022-08-04,唐揚げカレーＭ,＊ライスＦＦ,407,27,19:27
2022-08-04,唐揚げカレーＳ,＊ライスＦＦ,352,4,19:10
2022-08-04,カレーライスＬ,＊ライスＦＦ,363,8,18:32
2022-08-04,カレーライスＭ,＊ライスＦＦ,308,13,19:16
2022-08-04,カレーライスＳ,＊ライスＦＦ,253,2,18:44
2022-08-04,かけうどん,＊麺類,209,13,13:45
2022-08-04,かけそば,＊麺類,209,3,13:43
2022-08-04,冷やしうどん,＊麺類,297,38,14:28
2022-08-04,冷やしそば,＊麺類,297,7,13:09
2022-08-04,冷やしおろしうどん,＊麺類,341,34,14:23
2022-08-04,冷やしおろしそば,＊麺類,341,8,14:15
2022-08-04,冷やし担々麺,＊麺類,473,64,14:32
2022-08-04,ジャガイモのオリーブオイルサラダ,＊副菜,110,127,19:32
2022-08-04,カニカマの天ぷら,＊副菜,110,188,19:32
2022-08-04,鶏と野菜のカレー煮,＊主菜,176,115,19:32
2022-08-04,Ｔタラフライ＆とんかつ弁当,＊内製弁当,400,20,12:16
2022-08-04,Ｔおーい！チキンカツ,＊内製弁当,450,15,12:11
2022-08-04,Ｔ炒飯中華三昧,＊内製弁当,450,20,12:09
2022-08-04,サーモンサラダ丼Ｍ,＊ライスＦＦ,462,65,19:25
2022-08-04,そば　大,＊麺類,62,4,14:15
2022-08-04,かき玉汁,＊汁・スープ,33,239,19:32
2022-08-04,Ｅ揚げ鶏トマトソース,＊主菜,308,97,19:07
2022-08-04,Ｅ豆腐ハンバーグ茸あんかけ,＊主菜,220,93,19:29
2022-08-04,Ｅローストンカツごまソース,＊主菜,264,114,19:30
2022-08-04,Ｅササミチーズタルタルソース,＊主菜,220,139,19:31
2022-08-04,きつねうどん,＊麺類,297,11,14:29
2022-08-04,うどん　大　６２,＊麺類,62,49,14:03
2022-08-04,温泉玉子,＊副菜,44,68,19:31
2022-08-04,サーモンサラダ丼Ｌ,＊ライスＦＦ,517,41,19:31
2022-08-04,苺とベリーのケーキ,＊ドリンク・デザート,220,17,18:09
2022-08-04,ゆずおろし肉団子,＊副菜,66,36,18:13
2022-08-04,そぼろきんぴらごぼう,＊副菜,88,66,19:32
2022-08-04,スパ野菜サラダ,＊副菜,110,79,19:22
2022-08-04,夏のさっぱり豚汁,＊汁・スープ,110,162,19:27
2022-08-04,ミニサラダ,＊副菜,44,205,19:23
2022-08-04,味噌汁,＊汁・スープ,33,199,19:32
2022-08-04,納豆,＊副菜,44,36,19:26
2022-08-04,ライスＭ,＊ライス単品,115,273,19:32
2022-08-04,ひじき煮,＊副菜,66,108,19:20
2022-08-04,巣ごもり玉子,＊副菜,88,201,19:24
2022-08-04,ほうれん草胡麻和え,＊副菜,66,239,19:18
2022-08-04,ヘルシーサラダ,＊副菜,88,79,19:04
2022-08-04,春巻き,＊副菜,110,14,18:46
2022-08-04,牛肉コロッケ,＊副菜,110,119,17:43
2022-08-04,鯖味噌煮,＊主菜,176,53,19:32
2022-08-04,炭焼きチキン,＊主菜,176,100,18:25
2022-08-04,チゲ豆腐,＊主菜,264,165,16:21
2022-08-04,大学生協コーヒー,＊ドリンク・デザート,95,30,19:11
2022-08-04,大学芋,＊ドリンク・デザート,88,102,19:27
2022-08-04,牛乳,＊ドリンク・デザート,85,13,19:30
2022-08-04,焼きプリンタルト,＊ドリンク・デザート,66,37,19:19
2022-08-04,フルーツヨーグルト,＊ドリンク・デザート,110,74,19:19
2022-08-04,ライスＳＳ,＊ライス単品,73,201,19:29
2022-08-04,北海道いももち,＊ドリンク・デザート,88,19,19:14
2022-08-04,ライスＳ,＊ライス単品,94,365,19:31
2022-08-04,ハンバーグ唐揚げ弁当,＊内製弁当,500,25,12:20
2022-08-04,鯖塩焼き,＊主菜,176,38,12:18
2022-08-04,ブリ照り煮,＊主菜,176,45,19:19
2022-08-04,豆腐と野菜のすき焼き風,＊主菜,176,90,19:31
2022-08-04,鶏と茄子の山賊炒め,＊主菜,264,109,19:32
2022-08-04,ホイコーロー,＊主菜,264,21,11:40
2022-08-04,鶏きも煮,＊副菜,88,70,18:30
2022-08-04,トッピング温泉玉子,＊副菜,44,3,19:31
2022-08-04,ライスＬ,＊ライス単品,136,75,19:28
2022-08-04,ライスＬＬ,＊ライス単品,198,9,18:07
2022-08-05,冷やし担々麺,＊麺類,473,50,14:17
2022-08-05,冷やしおろしそば,＊麺類,341,12,14:24
2022-08-05,冷やしおろしうどん,＊麺類,341,26,14:12
2022-08-05,冷やしそば,＊麺類,297,10,12:42
2022-08-05,冷やしうどん,＊麺類,297,45,14:19
2022-08-05,かけそば,＊麺類,209,4,13:29
2022-08-05,きつねうどん,＊麺類,297,14,14:25
2022-08-05,かけうどん,＊麺類,209,18,13:46
2022-08-05,カレーライスＭ,＊ライスＦＦ,308,18,18:41
2022-08-05,カレーライスＬ,＊ライスＦＦ,363,6,18:38
2022-08-05,唐揚げカレーＳ,＊ライスＦＦ,352,2,18:16
2022-08-05,唐揚げカレーＭ,＊ライスＦＦ,407,25,19:11
2022-08-05,唐揚げカレーＬ,＊ライスＦＦ,462,11,17:17
2022-08-05,唐揚げ玉子あんかけ丼Ｓ,＊ライスＦＦ,352,10,14:36
2022-08-05,カレーライスＳ,＊ライスＦＦ,253,3,17:25
2022-08-05,唐揚げ玉子あんかけ丼Ｍ,＊ライスＦＦ,407,63,19:18
2022-08-05,油淋鶏弁当,＊内製弁当,500,20,12:17
2022-08-05,Ｅハンバーグデミソース,＊主菜,220,128,19:31
2022-08-05,トッピング温泉玉子,＊副菜,44,11,19:30
2022-08-05,茄子の天ぷら,＊副菜,110,179,14:50
2022-08-05,温泉玉子,＊副菜,44,48,19:04
2022-08-05,チキンフリッター,＊副菜,130,58,19:33
2022-08-05,ジャガイモのオリーブオイルサラダ,＊副菜,110,94,19:31
2022-08-05,生姜焼き豚,＊主菜,308,62,19:25
2022-08-05,Ｅチキンカツチリソース,＊主菜,220,110,19:28
2022-08-05,鶏肉じゃが,＊主菜,176,101,12:41
2022-08-05,Ｔオムレツ＆ハンバーグ弁当,＊内製弁当,400,20,12:22
2022-08-05,Ｔ唐揚げきのこのこのこ弁当,＊内製弁当,450,15,12:11
2022-08-05,Ｔとんかつ玉子あんかけ弁当,＊内製弁当,450,15,12:08
2022-08-05,そば　大,＊麺類,62,6,12:16
2022-08-05,うどん　大　６２,＊麺類,62,55,14:25
2022-08-05,かき玉汁,＊汁・スープ,33,220,19:35
2022-08-05,鯖のマリネ,＊主菜,264,125,19:28
2022-08-05,きつねそば,＊麺類,297,3,12:32
2022-08-05,唐揚げ玉子あんかけ丼Ｌ,＊ライスＦＦ,462,32,19:22
2022-08-05,サーモンサラダ丼Ｍ,＊ライスＦＦ,462,67,19:32
2022-08-05,豚野菜柚子胡椒ポン酢炒め,＊主菜,264,88,19:30
2022-08-05,餃子野菜あんかけ,＊主菜,176,60,19:14
2022-08-05,ゆず塩ちゃんこ,＊主菜,264,102,19:22
2022-08-05,炭焼きチキン,＊主菜,176,79,17:37
2022-08-05,鯖味噌煮,＊主菜,176,15,11:45
2022-08-05,大根牛すじ煮,＊主菜,176,16,13:07
2022-08-05,ポテト野菜サラダ,＊副菜,110,100,19:27
2022-08-05,海老クリームコロッケ,＊副菜,110,114,18:18
2022-08-05,ヘルシーサラダ,＊副菜,88,61,19:28
2022-08-05,ほうれん草胡麻和え,＊副菜,66,189,19:35
2022-08-05,巣ごもり玉子,＊副菜,88,144,19:33
2022-08-05,だし巻き,＊副菜,66,106,19:28
2022-08-05,冷奴,＊副菜,44,63,18:16
2022-08-05,納豆,＊副菜,44,24,19:02
2022-08-05,味噌汁,＊汁・スープ,33,198,19:27
2022-08-05,ミニサラダ,＊副菜,44,145,19:07
2022-08-05,夏のさっぱり豚汁,＊汁・スープ,110,120,19:28
2022-08-05,サーモンサラダ丼Ｌ,＊ライスＦＦ,517,18,19:33
2022-08-05,苺とベリーのケーキ,＊ドリンク・デザート,220,24,17:22
2022-08-05,大学生協コーヒー,＊ドリンク・デザート,95,24,18:31
2022-08-05,大学芋,＊ドリンク・デザート,88,79,19:27
2022-08-05,牛乳,＊ドリンク・デザート,85,8,18:50
2022-08-05,焼きプリンタルト,＊ドリンク・デザート,66,35,19:35
2022-08-05,サーモンサラダ丼Ｓ,＊ライスＦＦ,407,11,19:35
2022-08-05,フルーツヨーグルト,＊ドリンク・デザート,110,65,18:25
2022-08-05,ライスＳ,＊ライス単品,94,303,19:28
2022-08-05,ライスＭ,＊ライス単品,115,272,19:27
2022-08-05,ライスＬ,＊ライス単品,136,60,19:28
2022-08-05,ライスＬＬ,＊ライス単品,198,9,19:29
2022-08-05,ゆずおろし肉団子,＊副菜,66,25,13:45
2022-08-05,そぼろきんぴらごぼう,＊副菜,88,86,19:28
2022-08-05,ライスＳＳ,＊ライス単品,73,135,19:31
2022-08-05,鶏きも煮,＊副菜,88,54,17:40
2022-08-05,ブリ照り煮,＊主菜,176,45,19:24
2022-08-06,そぼろきんぴらごぼう,＊副菜,88,63,13:37
2022-08-06,カレーライスＳ,＊ライスＦＦ,253,14,13:02
2022-08-06,差額豚汁,＊汁・スープ,77,39,13:31
2022-08-06,差額ライスＬＬ,＊ライス単品,104,2,12:25
2022-08-06,差額ライスＬ,＊ライス単品,42,7,13:50
2022-08-06,差額ライスＭ,＊ライス単品,21,11,13:17
2022-08-06,照りタルハンバーグ定食,＊セット食・定食,362,53,13:37
2022-08-06,トンカツポン酢おろし定食,＊セット食・定食,412,65,13:00
2022-08-06,ジューシー唐揚げ定食,＊セット食・定食,412,120,13:57
2022-08-06,チキンフリッター,＊副菜,130,85,13:46
2022-08-06,味噌汁,＊汁・スープ,33,104,13:47
2022-08-06,ポテト野菜サラダ,＊副菜,110,20,13:50
2022-08-06,豚汁,＊汁・スープ,110,5,13:10
2022-08-06,ほうれん草ひじき和え,＊副菜,88,30,13:57
2022-08-06,ねぎだくもやしナムル,＊副菜,88,41,13:57
2022-08-06,ブロッコリーピーナッツ和え,＊副菜,88,33,13:46
2022-08-06,カレーライスＭ,＊ライスＦＦ,308,31,13:38
2022-08-06,カレーライスＬ,＊ライスＦＦ,363,5,13:38
2022-08-06,オクラ巣ごもり玉子,＊副菜,88,94,13:57
2022-08-06,唐揚げカレーＭ,＊ライスＦＦ,407,31,13:57
2022-08-06,唐揚げカレーＳ,＊ライスＦＦ,352,4,11:59
2022-08-06,大学芋,＊ドリンク・デザート,88,25,13:14
2022-08-06,レアチーズケーキ,＊ドリンク・デザート,220,19,12:47
2022-08-06,ライスＳＳ,＊ライス単品,73,2,12:28
2022-08-06,ライスＳ,＊ライス単品,94,3,13:10
2022-08-06,フルーツヨーグルト,＊ドリンク・デザート,110,21,13:49
2022-08-06,ティラミス,＊ドリンク・デザート,220,17,13:30
2022-08-06,ライスＭ,＊ライス単品,115,2,13:44
2022-08-06,豚塩カルビ丼Ｌ,＊ライスＦＦ,462,11,13:04
2022-08-06,豚塩カルビ丼Ｍ,＊ライスＦＦ,407,49,13:47
2022-08-06,豚塩カルビ丼Ｓ,＊ライスＦＦ,352,12,13:53
2022-08-06,唐揚げ玉子あんかけ丼Ｌ,＊ライスＦＦ,462,5,13:08
2022-08-06,唐揚げ玉子あんかけ丼Ｍ,＊ライスＦＦ,407,33,13:18
2022-08-06,唐揚げ玉子あんかけ丼Ｓ,＊ライスＦＦ,352,20,13:50
2022-08-06,唐揚げカレーＬ,＊ライスＦＦ,462,4,12:50
2022-08-06,苺とベリーのケーキ,＊ドリンク・デザート,220,14,12:51
2022-08-08,冷やしうどん,＊麺類,297,36,14:20
2022-08-08,かけそば,＊麺類,209,4,13:49
2022-08-08,かけうどん,＊麺類,209,10,13:43
2022-08-08,カレーライスＳ,＊ライスＦＦ,253,5,18:14
2022-08-08,カレーライスＭ,＊ライスＦＦ,308,8,19:08
2022-08-08,ロースカツカレーＬ,＊ライスＦＦ,462,5,13:21
2022-08-08,唐揚げカレーＭ,＊ライスＦＦ,407,9,19:10
2022-08-08,唐揚げカレーＬ,＊ライスＦＦ,462,5,18:31
2022-08-08,ロースカツカレーＳ,＊ライスＦＦ,352,1,12:22
2022-08-08,ロースカツカレーＭ,＊ライスＦＦ,407,9,13:18
2022-08-08,冷やしそば,＊麺類,297,3,13:05
2022-08-08,唐揚げ玉子あんかけ丼Ｓ,＊ライスＦＦ,352,9,18:07
2022-08-08,カレーライスＬ,＊ライスＦＦ,363,6,15:44
2022-08-08,蒸し鶏胡麻冷麺,＊麺類,473,56,14:13
2022-08-08,Ｅジューシー唐揚げ,＊主菜,308,123,19:22
2022-08-08,冷やし山かけそば,＊麺類,341,10,13:18
2022-08-08,トッピング温泉玉子,＊副菜,44,6,12:42
2022-08-08,温泉玉子,＊副菜,44,41,19:21
2022-08-08,チキンフリッター,＊副菜,130,265,19:23
2022-08-08,ＴＤ塩だれ豚,＊主菜,308,69,19:26
2022-08-08,Ｔ豪華のり弁～ハンバーグ～,＊内製弁当,450,20,13:03
