計上日,メニュー名,中分類名,組価,供給実績数,最終供給時間
2022-07-14,カレーライスＬ,＊ライスＦＦ,363,6,18:28
2022-07-14,カレーライスＭ,＊ライスＦＦ,308,6,19:03
2022-07-14,カレーライスＳ,＊ライスＦＦ,253,4,18:03
2022-07-14,かけうどん,＊麺類,209,21,14:00
2022-07-14,かけそば,＊麺類,209,2,11:59
2022-07-14,冷やしうどん,＊麺類,297,23,14:33
2022-07-14,冷やしそば,＊麺類,297,1,13:20
2022-07-14,冷やしおろしうどん,＊麺類,341,29,14:21
2022-07-14,冷やしおろしそば,＊麺類,341,7,14:27
2022-07-14,蒸し鶏胡麻冷麺,＊麺類,473,65,14:18
2022-07-14,きつねうどん,＊麺類,297,18,14:21
2022-07-14,きつねそば,＊麺類,297,4,12:58
2022-07-14,Ｅローストンカツおろしソース,＊主菜,264,160,19:24
2022-07-14,Ｅチキンカツチリソース,＊主菜,220,139,19:31
2022-07-14,Ｅ豆腐バーグベジトマソース,＊主菜,220,88,19:30
2022-07-14,かき玉汁,＊汁・スープ,33,316,19:30
2022-07-14,うどん　大　６２,＊麺類,62,41,14:21
2022-07-14,そば　大,＊麺類,62,7,13:41
2022-07-14,Ｔ炒飯　ｗｉｔｈ　とんかつ,＊内製弁当,400,30,12:29
2022-07-14,Ｔお母さんの豚肉生姜炒め,＊内製弁当,450,25,12:10
2022-07-14,Ｔ豪華のり弁～ハンバーグ～,＊内製弁当,450,34,12:36
2022-07-14,鶏肉じゃが,＊主菜,176,126,13:16
2022-07-14,チキンフリッター,＊副菜,130,323,19:28
2022-07-14,温泉玉子,＊副菜,44,52,19:26
2022-07-14,唐揚げカレーＭ,＊ライスＦＦ,407,26,18:54
2022-07-14,ほうれん草胡麻和え,＊副菜,66,193,19:30
2022-07-14,唐揚げカレーＬ,＊ライスＦＦ,462,11,19:18
2022-07-14,唐揚げ玉子あんかけ丼Ｍ,＊ライスＦＦ,407,94,19:32
2022-07-14,きんぴらごぼう,＊副菜,66,120,18:46
2022-07-14,納豆,＊副菜,44,40,19:31
2022-07-14,味噌汁,＊汁・スープ,33,266,19:28
2022-07-14,ミニサラダ,＊副菜,44,182,19:31
2022-07-14,夏のさっぱり豚汁,＊汁・スープ,110,167,19:32
2022-07-14,ゆずおろし肉団子,＊副菜,66,33,19:22
2022-07-14,梅オクラ冷奴,＊副菜,88,79,18:05
2022-07-14,しらすひじき,＊副菜,88,95,19:05
2022-07-14,茄子と蒸し鶏のピリ辛和え,＊副菜,88,236,18:53
2022-07-14,ライスＬＬ,＊ライス単品,198,9,18:36
2022-07-14,ライスＬ,＊ライス単品,136,79,19:31
2022-07-14,ライスＭ,＊ライス単品,115,300,19:31
2022-07-14,ライスＳ,＊ライス単品,94,388,19:30
2022-07-14,ライスＳＳ,＊ライス単品,73,185,19:28
2022-07-14,レアチーズケーキ,＊ドリンク・デザート,220,16,18:01
2022-07-14,フルーツヨーグルト,＊ドリンク・デザート,110,56,19:23
2022-07-14,焼きプリンタルト,＊ドリンク・デザート,66,46,19:07
2022-07-14,牛乳,＊ドリンク・デザート,85,9,18:39
2022-07-14,大学芋,＊ドリンク・デザート,88,104,19:15
2022-07-14,大学生協コーヒー,＊ドリンク・デザート,95,28,18:50
2022-07-14,紅茶のシフォン,＊ドリンク・デザート,220,4,19:05
2022-07-14,豚塩カルビ丼Ｌ,＊ライスＦＦ,462,37,19:18
2022-07-14,豚塩カルビ丼Ｍ,＊ライスＦＦ,407,103,19:26
2022-07-14,豚塩カルビ丼Ｓ,＊ライスＦＦ,352,13,18:38
2022-07-14,唐揚げ玉子あんかけ丼Ｌ,＊ライスＦＦ,462,49,19:05
2022-07-14,唐揚げ玉子あんかけ丼Ｓ,＊ライスＦＦ,352,10,19:20
2022-07-14,ハッシュポテト,＊副菜,110,36,19:23
2022-07-14,生姜焼き豚,＊主菜,308,94,19:30
2022-07-15,うどん　大　６２,＊麺類,62,37,14:25
2022-07-15,大学生協コーヒー,＊ドリンク・デザート,95,41,19:25
2022-07-15,北海道いももち,＊ドリンク・デザート,88,90,18:20
2022-07-15,豚塩カルビ丼Ｌ,＊ライスＦＦ,462,46,19:19
2022-07-15,豚塩カルビ丼Ｍ,＊ライスＦＦ,407,71,19:22
2022-07-15,豚塩カルビ丼Ｓ,＊ライスＦＦ,352,16,19:14
2022-07-15,唐揚げ麻婆丼Ｌ,＊ライスＦＦ,462,47,15:06
2022-07-15,唐揚げ麻婆丼Ｍ,＊ライスＦＦ,407,114,17:13
2022-07-15,唐揚げ麻婆丼Ｓ,＊ライスＦＦ,352,16,16:32
2022-07-15,唐揚げカレーＬ,＊ライスＦＦ,462,15,19:20
2022-07-15,唐揚げカレーＭ,＊ライスＦＦ,407,22,19:20
2022-07-15,唐揚げカレーＳ,＊ライスＦＦ,352,1,13:07
2022-07-15,大学芋,＊ドリンク・デザート,88,84,19:27
2022-07-15,カレーライスＬ,＊ライスＦＦ,363,3,19:14
2022-07-15,カレーライスＳ,＊ライスＦＦ,253,3,19:01
2022-07-15,かけうどん,＊麺類,209,20,14:26
2022-07-15,かけそば,＊麺類,209,3,14:27
2022-07-15,冷やしうどん,＊麺類,297,37,14:10
2022-07-15,冷やしそば,＊麺類,297,5,14:10
2022-07-15,冷やしおろしうどん,＊麺類,341,33,14:25
2022-07-15,冷やしおろしそば,＊麺類,341,10,13:51
2022-07-15,蒸し鶏胡麻冷麺,＊麺類,473,51,14:16
2022-07-15,きつねうどん,＊麺類,297,10,14:05
2022-07-15,きつねそば,＊麺類,297,2,13:34
2022-07-15,Ｅローストンカツ味噌ソース,＊主菜,264,95,19:26
2022-07-15,カレーライスＭ,＊ライスＦＦ,308,8,19:25
2022-07-15,牛乳,＊ドリンク・デザート,85,7,19:25
2022-07-15,焼きプリンタルト,＊ドリンク・デザート,66,39,19:19
2022-07-15,フルーツヨーグルト,＊ドリンク・デザート,110,77,18:54
2022-07-15,鯖塩焼き,＊主菜,176,44,19:25
2022-07-15,麻婆豆腐,＊主菜,176,50,18:35
2022-07-15,鶏のホワイトシチュー,＊主菜,264,111,18:39
2022-07-15,ごろっと野菜のカレー炒め,＊主菜,264,93,19:24
2022-07-15,鯖味噌煮,＊主菜,176,63,19:19
2022-07-15,南瓜コロッケ,＊副菜,110,109,19:24
2022-07-15,ヘルシーサラダ,＊副菜,88,71,19:26
2022-07-15,ほうれん草胡麻和え,＊副菜,66,194,19:30
2022-07-15,巣ごもり玉子,＊副菜,88,155,19:17
2022-07-15,だし巻き,＊副菜,66,96,19:25
2022-07-15,冷奴,＊副菜,44,28,19:29
2022-07-15,納豆,＊副菜,44,25,19:21
2022-07-15,味噌汁,＊汁・スープ,33,198,19:29
2022-07-15,ミニサラダ,＊副菜,44,165,18:44
2022-07-15,夏のさっぱり豚汁,＊汁・スープ,110,125,19:30
2022-07-15,ゆずおろし肉団子,＊副菜,66,12,14:49
2022-07-15,梅オクラ冷奴,＊副菜,88,43,13:19
2022-07-15,しらすひじき,＊副菜,88,87,19:27
2022-07-15,茄子と蒸し鶏のピリ辛和え,＊副菜,88,224,19:15
2022-07-15,ライスＬＬ,＊ライス単品,198,16,19:24
2022-07-15,ライスＬ,＊ライス単品,136,75,19:29
2022-07-15,ライスＭ,＊ライス単品,115,257,19:28
2022-07-15,ライスＳ,＊ライス単品,94,299,19:30
2022-07-15,ライスＳＳ,＊ライス単品,73,144,19:30
2022-07-15,レアチーズケーキ,＊ドリンク・デザート,220,17,17:58
2022-07-15,Ｅ豆腐バーグベジトマソース,＊主菜,220,80,19:25
2022-07-15,タンドリーチキン弁当,＊内製弁当,500,20,12:23
2022-07-15,かき玉汁,＊汁・スープ,33,239,19:28
2022-07-15,オクラ海草サラダ,＊副菜,110,91,19:29
2022-07-15,トッピング温泉玉子,＊副菜,44,16,19:29
2022-07-15,温泉玉子,＊副菜,44,40,19:19
2022-07-15,チキンフリッター,＊副菜,130,313,19:30
2022-07-15,鶏肉と根菜の田舎煮,＊主菜,176,118,19:29
2022-07-15,Ｅ白身魚南蛮タルタル,＊主菜,220,174,19:29
2022-07-15,鶏きも煮,＊副菜,88,48,19:22
2022-07-15,ＴＤ揚げだしチキン,＊主菜,308,85,19:30
2022-07-15,Ｔ完熟トマトきのこハンバーグ弁当,＊内製弁当,450,30,12:30
2022-07-15,Ｔしあわせチキン南蛮,＊内製弁当,450,30,12:16
2022-07-15,そば　大,＊麺類,62,9,14:10
2022-07-15,Ｔタラフライ＆とんかつ弁当,＊内製弁当,400,28,13:08
2022-07-19,蒸し鶏のシーザー和え,＊副菜,88,164,18:42
2022-07-19,ライスＬＬ,＊ライス単品,198,11,19:18
2022-07-19,ライスＬ,＊ライス単品,136,87,19:30
2022-07-19,ライスＭ,＊ライス単品,115,287,19:30
2022-07-19,ライスＳ,＊ライス単品,94,420,19:30
2022-07-19,ライスＳＳ,＊ライス単品,73,210,19:29
2022-07-19,フルーツヨーグルト,＊ドリンク・デザート,110,64,19:27
2022-07-19,焼きプリンタルト,＊ドリンク・デザート,66,26,19:13
2022-07-19,牛乳,＊ドリンク・デザート,85,8,17:49
2022-07-19,ティラミス,＊ドリンク・デザート,220,24,19:25
2022-07-19,大学生協コーヒー,＊ドリンク・デザート,95,23,17:49
2022-07-19,ピリ辛サーモン丼Ｌ,＊ライスＦＦ,517,36,19:31
2022-07-19,ピリ辛サーモン丼Ｍ,＊ライスＦＦ,462,71,19:26
2022-07-19,ピリ辛サーモン丼Ｓ,＊ライスＦＦ,407,17,19:23
2022-07-19,チリマヨ唐揚げ丼Ｌ,＊ライスＦＦ,462,47,19:18
2022-07-19,チリマヨ唐揚げ丼Ｍ,＊ライスＦＦ,407,78,19:29
2022-07-19,チリマヨ唐揚げ丼Ｓ,＊ライスＦＦ,352,4,17:49
2022-07-19,唐揚げカレーＬ,＊ライスＦＦ,462,13,18:56
2022-07-19,唐揚げカレーＭ,＊ライスＦＦ,407,24,18:42
2022-07-19,大学芋,＊ドリンク・デザート,88,76,19:30
2022-07-19,ツナといんげんの胡麻和え,＊副菜,88,123,18:27
2022-07-19,がんもどき,＊副菜,66,18,19:03
2022-07-19,スパ野菜サラダ,＊副菜,110,70,19:28
2022-07-19,鶏きも煮,＊副菜,88,54,17:59
2022-07-19,ハンバーグ唐揚げ弁当,＊内製弁当,500,20,12:31
2022-07-19,鯖塩焼き,＊主菜,176,9,11:50
2022-07-19,ブリ照り煮,＊主菜,176,48,19:30
2022-07-19,豆腐と野菜のすき焼き風,＊主菜,176,117,19:29
2022-07-19,鶏と緑黄色野菜のごま味噌炒め,＊主菜,264,161,18:25
2022-07-19,チゲ豆腐,＊主菜,264,154,16:44
2022-07-19,鯖味噌煮,＊主菜,176,15,12:30
2022-07-19,鯖生姜煮,＊主菜,176,61,19:27
2022-07-19,牛肉コロッケ,＊副菜,110,120,19:30
2022-07-19,ハッシュポテト,＊副菜,110,97,14:27
2022-07-19,ほうれん草胡麻和え,＊副菜,66,209,19:29
2022-07-19,巣ごもり玉子,＊副菜,88,200,19:30
2022-07-19,ひじき煮,＊副菜,66,114,19:28
2022-07-19,冷奴,＊副菜,44,65,19:27
2022-07-19,納豆,＊副菜,44,35,19:30
2022-07-19,カレーライスＭ,＊ライスＦＦ,308,15,19:20
2022-07-19,ミニサラダ,＊副菜,44,162,19:31
2022-07-19,夏のさっぱり豚汁,＊汁・スープ,110,168,19:30
2022-07-19,ねばとろオクラ,＊副菜,88,199,19:22
2022-07-19,味噌汁,＊汁・スープ,33,256,19:29
2022-07-19,カレーライスＳ,＊ライスＦＦ,253,2,14:59
2022-07-19,かけうどん,＊麺類,209,13,13:43
2022-07-19,唐揚げカレーＳ,＊ライスＦＦ,352,5,18:49
2022-07-19,トッピング温泉玉子,＊副菜,44,4,19:23
2022-07-19,温泉玉子,＊副菜,44,47,19:15
2022-07-19,チキンフリッター,＊副菜,130,315,19:28
2022-07-19,Ｔ肉じゃがコロッケ＆春巻き肉団子弁当,＊内製弁当,400,19,12:54
2022-07-19,Ｔお～い！ヒレカツ,＊内製弁当,450,25,12:49
2022-07-19,Ｔ鶏肉野菜黒酢弁当,＊内製弁当,450,25,12:49
2022-07-19,そば　大,＊麺類,62,7,14:11
2022-07-19,うどん　大　６２,＊麺類,62,20,14:12
2022-07-19,かき玉汁,＊汁・スープ,33,282,19:29
2022-07-19,Ｅ揚げ鶏トマトソース,＊主菜,308,107,18:59
2022-07-19,カレーライスＬ,＊ライスＦＦ,363,7,19:28
2022-07-19,Ｅ豆腐ハンバーグ茸あんかけ,＊主菜,220,115,19:30
2022-07-19,Ｅチキンカツ梅タルソース,＊主菜,220,191,19:30
2022-07-19,冷やしうどん,＊麺類,297,15,14:30
2022-07-19,冷やしそば,＊麺類,297,6,12:34
2022-07-19,鶏そぼろ冷麺,＊麺類,473,48,14:18
2022-07-19,冷やし山かけうどん,＊麺類,341,16,14:27
2022-07-19,かけそば,＊麺類,209,6,12:47
2022-07-19,きつねうどん,＊麺類,297,23,14:10
2022-07-19,Ｅチキン香草焼き,＊主菜,264,69,13:41
2022-07-19,冷やし山かけそば,＊麺類,341,10,14:11
2022-07-19,きつねそば,＊麺類,297,3,13:44
2022-07-19,Ｅローストンカツごまソース,＊主菜,264,93,19:26
2022-07-20,ピリ辛サーモン丼Ｓ,＊ライスＦＦ,407,10,19:21
2022-07-20,唐揚げ玉子あんかけ丼Ｌ,＊ライスＦＦ,462,40,19:28
2022-07-20,唐揚げ玉子あんかけ丼Ｍ,＊ライスＦＦ,407,78,19:21
2022-07-20,唐揚げ玉子あんかけ丼Ｓ,＊ライスＦＦ,352,11,18:48
2022-07-20,唐揚げカレーＬ,＊ライスＦＦ,462,14,18:42
2022-07-20,冷やし山かけうどん,＊麺類,341,34,14:23
2022-07-20,カレーライスＭ,＊ライスＦＦ,308,10,18:51
2022-07-20,カレーライスＳ,＊ライスＦＦ,253,5,19:22
2022-07-20,かけうどん,＊麺類,209,10,13:44
2022-07-20,かけそば,＊麺類,209,4,19:14
2022-07-20,冷やしうどん,＊麺類,297,25,14:16
2022-07-20,冷やしそば,＊麺類,297,9,14:21
2022-07-20,鶏そぼろ冷麺,＊麺類,473,55,14:23
2022-07-20,カレーライスＬ,＊ライスＦＦ,363,4,19:12
2022-07-20,きつねうどん,＊麺類,297,12,14:29
2022-07-20,きつねそば,＊麺類,297,2,12:13
2022-07-20,トッピング温泉玉子,＊副菜,44,6,18:48
2022-07-20,温泉玉子,＊副菜,44,40,19:24
2022-07-20,チキンフリッター,＊副菜,130,364,19:27
2022-07-20,生姜焼き豚,＊主菜,308,103,19:31
2022-07-20,鶏肉じゃが,＊主菜,176,126,14:16
2022-07-20,Ｔ和惣菜とお魚弁当（鯖みぞれ煮）,＊内製弁当,450,21,13:10
2022-07-20,冷やし山かけそば,＊麺類,341,19,14:25
2022-07-20,Ｔ豪華のり弁～塩焼きそば＆コロッケ,＊内製弁当,450,26,13:09
2022-07-20,そば　大,＊麺類,62,14,14:05
2022-07-20,うどん　大　６２,＊麺類,62,29,13:51
2022-07-20,かき玉汁,＊汁・スープ,33,282,19:28
2022-07-20,ピリ辛サーモン丼Ｍ,＊ライスＦＦ,462,85,19:23
2022-07-20,Ｅハンバーグデミソース,＊主菜,220,118,19:23
2022-07-20,Ｅローストンカツおろしソース,＊主菜,264,105,19:22
2022-07-20,Ｔ４００チキンステーキ彩り弁当,＊内製弁当,400,20,12:34
2022-07-20,Ｅチキンカツ梅タルソース,＊主菜,220,194,19:30
2022-07-20,唐揚げカレーＭ,＊ライスＦＦ,407,22,18:54
2022-07-20,ティラミス,＊ドリンク・デザート,220,33,19:22
2022-07-20,鶏きも煮,＊副菜,88,53,18:12
2022-07-20,油淋鶏弁当,＊内製弁当,500,30,12:19
2022-07-20,ブリ照り煮,＊主菜,176,42,19:30
2022-07-20,餃子野菜あんかけ,＊主菜,176,90,19:31
2022-07-20,北海道いももち,＊ドリンク・デザート,88,85,19:30
2022-07-20,ゆず塩ちゃんこ,＊主菜,264,101,18:03
2022-07-20,鯖生姜煮,＊主菜,176,75,19:24
2022-07-20,ポテト野菜サラダ,＊副菜,110,120,19:00
2022-07-20,海老クリームコロッケ,＊副菜,110,121,19:27
2022-07-20,ほうれん草胡麻和え,＊副菜,66,194,19:30
2022-07-20,巣ごもり玉子,＊副菜,88,167,19:31
2022-07-20,だし巻き,＊副菜,66,99,19:24
2022-07-20,冷奴,＊副菜,44,84,19:24
2022-07-20,納豆,＊副菜,44,26,19:25
2022-07-20,味噌汁,＊汁・スープ,33,237,19:31
2022-07-20,鶏と緑黄色野菜のごま味噌炒め,＊主菜,264,162,19:15
2022-07-20,夏のさっぱり豚汁,＊汁・スープ,110,184,19:30
2022-07-20,ミニサラダ,＊副菜,44,179,19:31
2022-07-20,大学生協コーヒー,＊ドリンク・デザート,95,30,19:11
2022-07-20,大学芋,＊ドリンク・デザート,88,94,19:12
2022-07-20,牛乳,＊ドリンク・デザート,85,9,19:14
2022-07-20,焼きプリンタルト,＊ドリンク・デザート,66,40,19:30
2022-07-20,フルーツヨーグルト,＊ドリンク・デザート,110,66,18:51
2022-07-20,ライスＳＳ,＊ライス単品,73,196,19:30
2022-07-20,ピリ辛サーモン丼Ｌ,＊ライスＦＦ,517,24,18:48
2022-07-20,ライスＭ,＊ライス単品,115,324,19:31
2022-07-20,ライスＬ,＊ライス単品,136,94,19:24
2022-07-20,ライスＬＬ,＊ライス単品,198,10,19:23
2022-07-20,蒸し鶏のシーザー和え,＊副菜,88,143,19:30
2022-07-20,ツナといんげんの胡麻和え,＊副菜,88,142,19:23
2022-07-20,ねばとろオクラ,＊副菜,88,197,19:24
2022-07-20,ライスＳ,＊ライス単品,94,370,19:31
2022-07-20,がんもどき,＊副菜,66,23,19:26
2022-07-21,味噌汁,＊汁・スープ,33,252,19:31
2022-07-21,ミニサラダ,＊副菜,44,190,19:08
2022-07-21,夏のさっぱり豚汁,＊汁・スープ,110,171,19:13
2022-07-21,ツナといんげんの胡麻和え,＊副菜,88,130,19:00
2022-07-21,ねばとろオクラ,＊副菜,88,185,19:29
2022-07-21,納豆,＊副菜,44,29,19:26
2022-07-21,蒸し鶏のシーザー和え,＊副菜,88,143,19:27
2022-07-21,ライスＬＬ,＊ライス単品,198,11,19:18
2022-07-21,がんもどき,＊副菜,66,19,19:21
2022-07-21,冷奴,＊副菜,44,75,18:50
2022-07-21,南瓜コロッケ,＊副菜,110,72,18:22
2022-07-21,巣ごもり玉子,＊副菜,88,191,19:23
2022-07-21,ほうれん草胡麻和え,＊副菜,66,180,19:31
2022-07-21,春巻き,＊副菜,110,120,19:10
2022-07-21,鯖生姜煮,＊主菜,176,87,18:06
2022-07-21,鶏と緑黄色野菜のごま味噌炒め,＊主菜,264,148,19:31
2022-07-21,麻婆茄子,＊主菜,176,104,19:17
2022-07-21,ブリ照り煮,＊主菜,176,46,19:30
2022-07-21,梅肉とり天弁当,＊内製弁当,500,19,12:19
2022-07-21,鶏きも煮,＊副菜,88,54,18:03
2022-07-21,ひじき煮,＊副菜,66,104,19:28
2022-07-21,鶏のホワイトシチュー,＊主菜,264,110,18:08
2022-07-21,Ｔ唐揚げ玉子あんかけ弁当,＊内製弁当,450,35,12:52
2022-07-21,ライスＳ,＊ライス単品,94,379,19:29
2022-07-21,冷やし山かけうどん,＊麺類,341,37,14:28
2022-07-21,冷やし山かけそば,＊麺類,341,15,14:25
2022-07-21,きつねうどん,＊麺類,297,19,14:22
2022-07-21,きつねそば,＊麺類,297,1,13:57
2022-07-21,Ｅねぎ塩ハンバーグ,＊主菜,220,190,16:46
2022-07-21,Ｅハンバーグデミソース,＊主菜,220,20,19:29
2022-07-21,Ｅローストンカツ味噌ソース,＊主菜,264,82,19:30
2022-07-21,Ｅチキンカツ梅タルソース,＊主菜,220,129,19:31
2022-07-21,かき玉汁,＊汁・スープ,33,288,19:28
2022-07-21,鶏そぼろ冷麺,＊麺類,473,53,14:24
2022-07-21,うどん　大　６２,＊麺類,62,52,14:28
2022-07-21,そば　大,＊麺類,62,4,14:25
2022-07-21,Ｔハンバーグ＆エビフライ弁当,＊内製弁当,400,22,13:08
2022-07-21,ＴＤ揚げだしチキン,＊主菜,308,91,19:27
2022-07-21,Ｔおつかれんこん＆旨塩チキン,＊内製弁当,450,35,12:40
2022-07-21,鶏肉と根菜の田舎煮,＊主菜,176,118,19:31
2022-07-21,チキンフリッター,＊副菜,130,354,19:31
2022-07-21,温泉玉子,＊副菜,44,48,19:15
2022-07-21,トッピング温泉玉子,＊副菜,44,8,19:31
2022-07-21,ライスＬ,＊ライス単品,136,96,19:27
2022-07-21,オクラ海草サラダ,＊副菜,110,100,19:27
2022-07-21,冷やしそば,＊麺類,297,7,12:53
2022-07-21,ライスＭ,＊ライス単品,115,319,19:31
2022-07-21,かけそば,＊麺類,209,3,13:35
2022-07-21,ライスＳＳ,＊ライス単品,73,173,19:31
2022-07-21,冷やしうどん,＊麺類,297,30,14:19
2022-07-21,フルーツヨーグルト,＊ドリンク・デザート,110,86,19:10
2022-07-21,焼きプリンタルト,＊ドリンク・デザート,66,49,19:27
2022-07-21,大学芋,＊ドリンク・デザート,88,103,19:31
2022-07-21,大学生協コーヒー,＊ドリンク・デザート,95,29,19:21
2022-07-21,ティラミス,＊ドリンク・デザート,220,26,19:16
2022-07-21,北海道いももち,＊ドリンク・デザート,88,22,19:25
2022-07-21,ピリ辛サーモン丼Ｌ,＊ライスＦＦ,517,21,18:43
2022-07-21,ピリ辛サーモン丼Ｍ,＊ライスＦＦ,462,98,19:22
2022-07-21,牛乳,＊ドリンク・デザート,85,13,18:08
2022-07-21,唐揚げ麻婆丼Ｌ,＊ライスＦＦ,462,56,19:23
2022-07-21,唐揚げ麻婆丼Ｍ,＊ライスＦＦ,407,102,19:31
2022-07-21,唐揚げ麻婆丼Ｓ,＊ライスＦＦ,352,17,19:27
2022-07-21,唐揚げカレーＬ,＊ライスＦＦ,462,11,19:22
2022-07-21,唐揚げカレーＭ,＊ライスＦＦ,407,19,19:00
2022-07-21,唐揚げカレーＳ,＊ライスＦＦ,352,1,18:53
2022-07-21,カレーライスＬ,＊ライスＦＦ,363,10,18:31
2022-07-21,カレーライスＭ,＊ライスＦＦ,308,22,18:56
2022-07-21,かけうどん,＊麺類,209,28,14:22
2022-07-21,ピリ辛サーモン丼Ｓ,＊ライスＦＦ,407,9,18:15
2022-07-21,カレーライスＳ,＊ライスＦＦ,253,3,17:52
2022-07-22,冷やし山かけそば,＊麺類,341,19,14:33
2022-07-22,冷やし山かけうどん,＊麺類,341,39,14:16
2022-07-22,鶏そぼろ冷麺,＊麺類,473,53,14:32
2022-07-22,冷やしそば,＊麺類,297,9,13:43
2022-07-22,冷やしうどん,＊麺類,297,33,14:17
2022-07-22,カレーライスＬ,＊ライスＦＦ,363,2,19:24
2022-07-22,かけうどん,＊麺類,209,15,14:04
2022-07-22,カレーライスＳ,＊ライスＦＦ,253,2,15:38
2022-07-22,カレーライスＭ,＊ライスＦＦ,308,11,19:25
2022-07-22,唐揚げカレーＳ,＊ライスＦＦ,352,3,16:39
2022-07-22,唐揚げカレーＭ,＊ライスＦＦ,407,25,19:12
2022-07-22,唐揚げカレーＬ,＊ライスＦＦ,462,11,19:26
2022-07-22,きつねうどん,＊麺類,297,6,13:31
2022-07-22,かけそば,＊麺類,209,4,12:32
2022-07-22,きつねそば,＊麺類,297,1,13:14
2022-07-22,Ｔ肉じゃがコロッケ＆ハンバーグ弁当,＊内製弁当,400,25,12:32
2022-07-22,Ｅチキンカツ梅タルソース,＊主菜,220,93,19:31
2022-07-22,Ｗガリ玉唐揚げ丼Ｌ,＊ライスＦＦ,517,36,19:31
2022-07-22,Ｗガリ玉唐揚げ丼Ｓ,＊ライスＦＦ,407,16,19:20
2022-07-22,ガリ玉唐揚げ丼Ｍ,＊ライスＦＦ,462,89,19:23
2022-07-22,トッピング温泉玉子,＊副菜,44,6,14:33
2022-07-22,温泉玉子,＊副菜,44,40,19:24
2022-07-22,チキンフリッター,＊副菜,130,283,19:31
2022-07-22,Ｅチキン香草焼き,＊主菜,264,89,14:03
2022-07-22,ピリ辛サーモン丼Ｓ,＊ライスＦＦ,407,8,17:18
2022-07-22,Ｔ豪華のり弁～若鶏香り揚げ～,＊内製弁当,450,27,12:53
2022-07-22,そば　大,＊麺類,62,13,14:05
2022-07-22,うどん　大　６２,＊麺類,62,40,14:16
2022-07-22,かき玉汁,＊汁・スープ,33,223,19:27
2022-07-22,Ｅ鶏の塩麹柚子胡椒焼き,＊主菜,308,76,19:06
2022-07-22,Ｅポークミンチカツ,＊主菜,220,95,19:27
2022-07-22,Ｔ肉団子のラタトゥユ弁当,＊内製弁当,450,20,12:28
2022-07-22,ピリ辛サーモン丼Ｍ,＊ライスＦＦ,462,47,17:37
2022-07-22,ライスＬ,＊ライス単品,136,69,19:31
2022-07-22,ティラミス,＊ドリンク・デザート,220,19,18:55
2022-07-22,鶏きも煮,＊副菜,88,53,18:28
2022-07-22,チリマヨ唐揚げ弁当,＊内製弁当,500,15,12:20
2022-07-22,ブリ照り煮,＊主菜,176,48,19:31
2022-07-22,鶏と緑黄色野菜のごま味噌炒め,＊主菜,264,139,19:06
2022-07-22,肉団子と野菜の中華煮,＊主菜,264,98,19:21
2022-07-22,若鶏醤油揚げ,＊主菜,176,89,19:25
2022-07-22,鯖味噌煮,＊主菜,176,15,19:23
2022-07-22,鯖生姜煮,＊主菜,176,64,18:13
2022-07-22,大根牛すじ煮,＊主菜,176,29,19:31
2022-07-22,肉じゃがコロッケ,＊副菜,110,105,19:21
2022-07-22,ほうれん草胡麻和え,＊副菜,66,188,19:26
2022-07-22,巣ごもり玉子,＊副菜,88,164,19:27
2022-07-22,冷奴,＊副菜,44,64,18:38
2022-07-22,納豆,＊副菜,44,35,19:26
2022-07-22,味噌汁,＊汁・スープ,33,220,19:31
2022-07-22,ミニサラダ,＊副菜,44,150,19:11
2022-07-22,夏のさっぱり豚汁,＊汁・スープ,110,169,19:31
2022-07-22,大学生協コーヒー,＊ドリンク・デザート,95,29,19:22
2022-07-22,大学芋,＊ドリンク・デザート,88,80,19:23
2022-07-22,牛乳,＊ドリンク・デザート,85,11,19:24
2022-07-22,焼きプリンタルト,＊ドリンク・デザート,66,34,19:06
2022-07-22,フルーツヨーグルト,＊ドリンク・デザート,110,66,17:30
2022-07-22,ライスＳＳ,＊ライス単品,73,160,19:26
2022-07-22,ピリ辛サーモン丼Ｌ,＊ライスＦＦ,517,22,16:10
2022-07-22,ライスＳ,＊ライス単品,94,321,19:31
2022-07-22,ライスＬＬ,＊ライス単品,198,10,18:34
2022-07-22,蒸し鶏のシーザー和え,＊副菜,88,105,19:31
2022-07-22,ツナといんげんの胡麻和え,＊副菜,88,82,17:40
2022-07-22,ねばとろオクラ,＊副菜,88,186,19:31
2022-07-22,がんもどき,＊副菜,66,17,19:18
2022-07-22,蒸し鶏サラダ,＊副菜,110,84,19:31
2022-07-22,ライスＭ,＊ライス単品,115,264,19:22
2022-07-22,だし巻き,＊副菜,66,105,19:26
2022-07-22,鶏大根甘辛煮,＊主菜,176,154,18:38
2022-07-25,チリマヨ唐揚げ丼Ｍ,＊ライスＦＦ,407,81,19:28
2022-07-25,チリマヨ唐揚げ丼Ｌ,＊ライスＦＦ,462,44,19:18
2022-07-25,チリマヨ唐揚げ丼Ｓ,＊ライスＦＦ,352,11,17:20
2022-07-25,唐揚げカレーＬ,＊ライスＦＦ,462,7,19:20
2022-07-25,唐揚げカレーＭ,＊ライスＦＦ,407,22,19:28
2022-07-25,唐揚げカレーＳ,＊ライスＦＦ,352,3,17:45
2022-07-25,カレーライスＬ,＊ライスＦＦ,363,9,17:01
2022-07-25,カレーライスＭ,＊ライスＦＦ,308,17,19:25
